cols,hsnsac
MATRICES FOR PRODUCTION OF RECORDS; PREPARED RECORD BLANKS,85234130
CARTRIDGE TAPE,85234140
1/2 INCH VIDEO CASSETTE SUITABLE TO WORK WITH DIGITAL VCR,85234150
DVD,85234160
OTHER,85234190
Other,852349
COMPACT DISC (AUDIO),85234910
COMPACT DISC (VIDEO),85234920
"STAMPER FOR CD AUDIO, CD VIDEO AND CD-ROM",85234930
DVD,85234940
MATRICES FOR PRODUCTION OF RECORDS; PREPARED RECORD BLANKS,85234950
CARTRIDGE TAPE,85234960
1/2 INCH VIDEO CASSETTE SUITABLE TO WORK WITH DIGITAL VCR,85234970
OTHER,85234990
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- SOLID-STATE NON-VOLATILE STORAGE DEVICES",85235100
Smart cards,852352
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- SMART CARDS --- SIM CARDS",85235210
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- SMART CARDS --- MEMORY CARDS",85235220
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- SMART CARDS --- OTHER",85235290
Other,852359
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- OTHER --- PROXIMITY CARDS AND TAGS",85235910
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - SEMI-CONDUCTOR MEDIA -- OTHER --- OTHER",85235990
Other,852380
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- GRAMAPHONE RECORDS",85238010
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- INFORMATION TECHNOLOGY SOFTWARE",85238020
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- AUDIO-VISUAL NEWS OR AUDIO VISUAL VIEWS",85238030
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- CHILDRENS VIDEO FILMS",85238040
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- VIDEO TAPES OF EDUCATIONAL NATURE",85238050
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- 2-D/3-D COMPUTER GRAPHICS",85238060
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER --- OTHER",85238090
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: MATRICES FOR THE PRODUCTION OF RECORDS; PREPARED RECORD BLANKS",85239010
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: CARTRIDGE TAPE",85239020
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER:  VIDEO CASSETTE SUITABLE TO WORK WITH DIGITAL TYPE VCR",85239030
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: UNRECORDED COMPACT DISC (AUDIO)",85239040
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: COMPACT DISC RECORDABLE",85239050
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: BLANK MASTER DISC (I.E. SUBSTRATE) FOR PRODUCING STAMPER FOR COMPACT DISC",85239060
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - OTHER: OTHER",85239090
OMITTED,8524
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - GRAMOPHONE RECORDS: LEARNING AIDS, SUCH AS, LANGUAGE RECORDS",85241010
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - GRAMOPHONE RECORDS: OTHER",85241090
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE",85243111
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",85243119
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: OTHER",85243190
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING SOUND ONLY: PRE-RECORDED AUDIO COMPACT DISCS OR PRE-RECORDED AUDIO MINI DISCS",85243210
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING SOUND ONLY: OTHER",85243290
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: VIDEO COMPACT DISC OF EDUCATIONAL NATURE",85243910
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: OTHER VIDEO COMPACT DISCS",85243920
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: DIGITAL VIDEO DISCS",85243930
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: OTHER",85243990
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE",85244011
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",85244019
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: OTHER",85244090
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: AUDIO CASSETTES",85245111
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",85245112
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: OTHER",85245119
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: AUDIO-VISUAL NEWS OR AUDIO-VISUAL VIEWS MATERIAL INCLUDING NEWS CLIPPINGS",85245120
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: CHILDRENS VIDEO FILMS",85245130
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: OTHER VIDEO FILMS",85245140
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: OTHER",85245190
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: AUDIO CASSETTES",85245211
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",85245212
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: OTHER",85245219
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: AUDIO-VISUAL NEWS OR AUDIO-VISUAL VIEWS MATERIAL INCLUDING NEWS CLIPPINGS",85245220
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: CHILDRENS VIDEO FILMS",85245230
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: OTHER VIDEO FILMS",85245240
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: OTHER",85245290
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: AUDIO CASSETTES",85245311
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",85245312
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: OTHER",85245319
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : AUDIO-VISUAL NEWS OR AUDIO-VISUAL MATERIAL INCLUDING NEWS CLIPPINGS",85245320
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : CHILDREMS VIDEO FILMS",85245330
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : OTHER VIDEO FILMS",85245340
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : OTHER",85245390
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - CARDS INCORPORATING A MAGNETIC STRIPE",85246000
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON FLOPPY DISC OR CARTRIDGE TAPE",85249111
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON DISC OR ON CD ROM",85249112
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON OTHER MEDIA",85249113
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",85249119
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: OTHER",85249190
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : AUDIO-VISUAL NEWS OR AUDIO-VISUAL VIEWS MATERIAL INCLUDING NEWS CLIPPINGS",85249910
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : 2-D/3D COMPUTER GRAPHICS",85249920
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : STAMPER FOR CD AUDIO, CD VIDEO AND CD-ROM",85249930
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : - OTHER: MATRICES FOR THE PRODUCTION OF RECORDS; PREPARED RECORD BLANKS",85249991
"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : - OTHER: OTHER",85249999
"TRANSMISSION APPARATUS FOR RADIOBROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATION RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS ; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS",8525
"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: RADIO BROADCAST TRANSMITTER",85251010
"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: TV BROADCAST TRANSMITTER",85251020
"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: BROADCAST EQUIPMENT SUB-SYSTEM",85251030
"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: COMMUNICATION JAMMING EQUIPMENT",85251040
